occupation,age,education_level,marital_status,communication_channel,call_month,call_day,call_duration,call_frequency,previous_campaign_outcome,conversion_status
manual_worker,31,elementary_school,married,unidentified,May,13,245,4,unidentified,0
technical_specialist,44,high_school,married,mobile,July,16,164,6,unidentified,0
technical_specialist,30,college,single,mobile,October,30,155,1,successful,0
service_worker,31,high_school,married,unidentified,May,27,195,2,unidentified,0
domestic_worker,45,elementary_school,divorced,unidentified,June,12,93,1,unidentified,0
retired_worker,59,high_school,married,unidentified,May,26,155,1,unidentified,0
service_worker,30,high_school,married,mobile,April,17,834,1,unidentified,0
executive,49,college,married,mobile,June,25,213,6,unsuccessful,1
manual_worker,26,high_school,single,mobile,December,28,1141,1,other_outcome,1
technical_specialist,35,college,single,mobile,December,28,137,1,unsuccessful,0
service_worker,31,high_school,married,mobile,January,28,155,1,unidentified,0
administrative_staff,30,college,single,unidentified,May,9,89,2,unidentified,0
manual_worker,35,elementary_school,married,unidentified,June,12,124,1,unidentified,0
service_worker,33,high_school,married,mobile,April,30,475,2,unidentified,1
retired_worker,55,high_school,married,mobile,November,17,761,1,unidentified,1
administrative_staff,54,unidentified,married,landline,April,27,473,2,unsuccessful,1
manual_worker,39,high_school,single,mobile,April,20,462,1,unsuccessful,1
technical_specialist,38,high_school,married,mobile,July,7,87,2,unidentified,0
retired_worker,60,high_school,married,mobile,February,10,234,1,successful,1
service_worker,56,elementary_school,married,landline,July,21,1877,1,unidentified,1
administrative_staff,61,high_school,married,mobile,March,12,212,1,unidentified,1
jobless,50,high_school,married,unidentified,May,30,886,3,unidentified,1
manual_worker,44,high_school,married,mobile,April,20,586,1,unidentified,1
retired_worker,71,high_school,married,mobile,February,11,660,1,unidentified,1
service_worker,25,high_school,divorced,mobile,July,7,159,2,unidentified,0
technical_specialist,26,high_school,single,mobile,July,25,784,1,unidentified,1
manual_worker,36,elementary_school,married,mobile,April,15,330,1,successful,1
executive,34,college,married,mobile,May,14,492,1,unsuccessful,1
technical_specialist,44,high_school,married,mobile,January,27,701,1,unidentified,1
jobless,42,college,married,mobile,February,27,156,1,unidentified,1
business_owner,34,college,single,mobile,January,29,114,1,unidentified,0
administrative_staff,51,high_school,single,unidentified,June,18,771,2,unidentified,1
business_owner,46,high_school,married,mobile,July,17,228,1,unidentified,0
manual_worker,35,high_school,married,mobile,August,12,323,1,successful,1
manual_worker,33,high_school,married,unidentified,May,23,588,3,unidentified,1
technical_specialist,35,college,single,mobile,July,25,743,13,unidentified,1
manual_worker,26,elementary_school,single,mobile,July,21,577,2,unidentified,1
executive,35,college,married,mobile,August,13,394,6,unidentified,1
executive,33,college,married,mobile,April,7,381,1,unsuccessful,0
administrative_staff,46,high_school,divorced,mobile,February,13,121,1,unidentified,1
domestic_worker,29,college,single,mobile,August,5,215,1,unidentified,1
domestic_worker,35,high_school,single,unidentified,June,5,406,2,unidentified,1
technical_specialist,32,high_school,married,unidentified,June,2,815,1,unidentified,1
manual_worker,30,high_school,married,unidentified,May,29,1109,3,unidentified,1
executive,35,college,single,mobile,April,30,687,1,successful,1
administrative_staff,46,high_school,single,mobile,April,6,194,2,unidentified,0
executive,44,college,married,mobile,November,18,638,2,unidentified,0
manual_worker,37,elementary_school,single,mobile,July,30,74,3,unidentified,0
retired_worker,51,high_school,married,unidentified,June,20,288,2,unidentified,0
executive,31,college,single,mobile,July,8,361,1,unsuccessful,1
executive,56,college,married,mobile,April,30,225,1,successful,1
unidentified,56,unidentified,married,unidentified,June,20,247,7,unidentified,0
technical_specialist,34,high_school,married,mobile,March,27,95,2,unsuccessful,1
technical_specialist,42,high_school,married,mobile,August,14,259,4,unidentified,0
manual_worker,57,elementary_school,married,unidentified,May,6,383,1,unidentified,0
administrative_staff,25,high_school,single,mobile,February,3,189,1,unidentified,1
service_worker,39,high_school,married,unidentified,June,19,585,1,unidentified,1
technical_specialist,35,college,single,unidentified,May,6,283,3,unidentified,0
service_worker,38,high_school,divorced,mobile,April,16,361,1,unsuccessful,0
executive,53,college,married,mobile,August,20,329,4,unidentified,0
manual_worker,58,elementary_school,married,mobile,August,25,606,6,unidentified,1
student,25,high_school,single,mobile,November,16,330,1,unidentified,1
executive,47,college,married,mobile,August,18,638,6,unidentified,1
manual_worker,30,high_school,married,mobile,January,28,293,2,unidentified,1
service_worker,29,high_school,divorced,mobile,May,13,1279,3,unidentified,1
technical_specialist,26,high_school,single,mobile,April,30,380,1,unidentified,1
business_owner,34,college,married,unidentified,June,9,85,4,unidentified,0
executive,39,high_school,married,mobile,August,11,744,2,unidentified,1
manual_worker,38,elementary_school,single,unidentified,May,21,189,2,unidentified,0
independent_worker,22,college,single,mobile,March,17,272,3,unidentified,1
manual_worker,35,high_school,married,mobile,April,16,49,1,unidentified,0
retired_worker,59,high_school,married,mobile,August,6,301,4,unidentified,0
executive,37,college,single,mobile,February,2,120,2,unsuccessful,0
domestic_worker,56,elementary_school,divorced,unidentified,June,5,1558,1,unidentified,1
administrative_staff,28,high_school,single,landline,May,12,360,1,successful,1
executive,55,college,married,mobile,May,27,236,3,unidentified,0
administrative_staff,36,high_school,single,mobile,September,23,156,2,unidentified,1
retired_worker,81,elementary_school,married,mobile,January,27,340,1,successful,1
manual_worker,33,high_school,divorced,unidentified,May,16,145,1,unidentified,0
jobless,36,college,single,mobile,May,22,169,1,other_outcome,0
administrative_staff,53,unidentified,divorced,unidentified,May,7,354,1,unidentified,0
manual_worker,38,high_school,married,unidentified,June,5,71,1,unidentified,0
retired_worker,57,high_school,married,mobile,August,5,454,1,unidentified,0
technical_specialist,36,high_school,single,mobile,January,30,198,2,unsuccessful,0
independent_worker,29,college,single,mobile,June,3,180,1,unidentified,0
manual_worker,36,unidentified,married,unidentified,May,5,238,2,unidentified,0
executive,35,college,married,mobile,August,12,120,2,unidentified,0
administrative_staff,32,high_school,single,unidentified,May,27,236,4,unidentified,0
technical_specialist,53,high_school,divorced,unidentified,May,28,171,6,unidentified,0
executive,60,elementary_school,married,mobile,June,18,143,1,other_outcome,0
technical_specialist,59,high_school,married,unidentified,May,26,131,1,unidentified,0
technical_specialist,52,high_school,married,mobile,July,6,227,2,unidentified,1
manual_worker,48,high_school,married,mobile,May,14,24,6,unidentified,0
manual_worker,40,high_school,married,unidentified,May,7,112,3,unidentified,0
manual_worker,30,high_school,married,mobile,April,17,840,3,unidentified,1
retired_worker,65,high_school,married,mobile,November,12,177,1,unsuccessful,0
technical_specialist,39,college,single,landline,July,15,543,6,unidentified,0
executive,37,college,married,mobile,September,1,265,2,successful,1
service_worker,30,high_school,married,mobile,July,24,78,1,unidentified,0
independent_worker,39,college,married,unidentified,June,12,651,5,unidentified,1
manual_worker,43,elementary_school,married,mobile,August,3,417,2,other_outcome,1
manual_worker,51,high_school,married,mobile,August,6,277,3,unidentified,0
manual_worker,51,elementary_school,married,unidentified,June,17,363,3,unidentified,0
administrative_staff,37,college,divorced,mobile,June,2,238,1,successful,1
manual_worker,48,elementary_school,married,mobile,August,11,856,3,unidentified,1
student,25,high_school,single,mobile,February,9,215,1,successful,1
administrative_staff,27,high_school,married,mobile,July,11,124,1,unidentified,0
service_worker,32,high_school,single,unidentified,May,15,697,3,unidentified,1
executive,43,college,married,mobile,July,18,67,11,unidentified,0
retired_worker,69,elementary_school,married,landline,February,3,32,1,unidentified,0
executive,53,college,married,mobile,November,17,226,1,successful,1
business_owner,29,high_school,married,mobile,July,28,19,14,unidentified,0
service_worker,39,high_school,single,mobile,May,7,432,3,other_outcome,0
administrative_staff,26,high_school,single,mobile,January,29,232,3,unidentified,0
technical_specialist,32,high_school,divorced,unidentified,May,12,298,2,unidentified,0
executive,62,college,married,mobile,April,22,554,1,successful,1
administrative_staff,50,high_school,married,mobile,July,14,56,2,unidentified,0
manual_worker,42,elementary_school,divorced,unidentified,May,13,253,2,unidentified,0
service_worker,58,elementary_school,married,unidentified,June,27,162,1,unidentified,0
manual_worker,25,high_school,single,unidentified,May,27,98,1,unidentified,0
executive,35,college,married,mobile,June,24,134,1,unsuccessful,0
technical_specialist,47,high_school,single,mobile,July,7,973,3,unidentified,1
executive,34,college,married,mobile,November,18,83,1,unsuccessful,0
manual_worker,44,high_school,married,mobile,April,30,192,2,unidentified,0
executive,39,college,married,mobile,August,6,232,2,unidentified,0
administrative_staff,34,college,married,mobile,August,3,263,3,successful,1
technical_specialist,31,high_school,married,mobile,August,4,436,1,unidentified,0
service_worker,34,high_school,married,mobile,July,23,498,1,unidentified,0
retired_worker,57,high_school,married,mobile,February,22,200,1,unidentified,0
manual_worker,51,high_school,divorced,mobile,November,20,71,2,unidentified,0
manual_worker,41,unidentified,married,mobile,July,25,210,4,unidentified,0
executive,35,college,married,mobile,April,20,860,1,unidentified,1
manual_worker,34,high_school,married,mobile,August,6,938,2,unidentified,1
jobless,55,high_school,divorced,mobile,April,20,167,1,successful,1
service_worker,27,high_school,single,mobile,May,18,113,1,unidentified,0
service_worker,29,high_school,single,unidentified,June,4,106,1,unidentified,0
technical_specialist,35,high_school,single,mobile,September,1,516,2,unsuccessful,0
technical_specialist,41,high_school,married,mobile,August,18,169,3,unidentified,0
administrative_staff,48,high_school,married,mobile,August,18,139,5,unidentified,0
independent_worker,58,college,married,mobile,July,14,145,2,unidentified,0
technical_specialist,49,college,married,mobile,April,20,194,2,unidentified,1
service_worker,54,high_school,married,mobile,July,21,86,4,unidentified,0
business_owner,40,college,married,mobile,November,19,723,1,unidentified,0
manual_worker,40,high_school,married,mobile,May,11,1017,1,unidentified,1
jobless,60,college,single,mobile,February,5,1837,1,unidentified,0
administrative_staff,47,high_school,married,mobile,April,5,144,4,successful,1
service_worker,32,high_school,married,unidentified,May,19,260,11,unidentified,0
service_worker,38,unidentified,married,landline,November,18,55,2,unidentified,0
technical_specialist,35,college,single,mobile,January,14,187,7,unidentified,1
independent_worker,32,high_school,married,mobile,June,3,115,2,successful,1
service_worker,26,high_school,single,landline,October,23,171,1,unidentified,1
technical_specialist,33,high_school,married,mobile,April,20,1817,3,unidentified,1
jobless,21,high_school,married,unidentified,June,3,103,1,unidentified,0
service_worker,33,high_school,married,mobile,May,15,423,1,unidentified,0
manual_worker,46,high_school,married,mobile,May,14,157,4,unsuccessful,0
student,25,high_school,single,landline,August,26,170,4,unidentified,1
executive,41,high_school,divorced,unidentified,May,7,60,1,unidentified,0
administrative_staff,41,college,married,mobile,February,2,210,1,unidentified,0
administrative_staff,40,high_school,married,mobile,May,15,13,8,other_outcome,0
manual_worker,63,high_school,married,mobile,May,27,417,2,unidentified,1
retired_worker,59,unidentified,married,mobile,August,22,146,3,unidentified,0
technical_specialist,42,high_school,married,mobile,August,25,153,3,unidentified,0
executive,55,college,married,mobile,October,29,247,2,unidentified,0
jobless,59,high_school,married,mobile,August,21,438,1,successful,1
executive,50,college,married,unidentified,June,17,117,3,unidentified,0
executive,56,college,married,unidentified,June,20,422,1,unidentified,1
student,22,high_school,single,mobile,July,8,153,1,unidentified,1
technical_specialist,49,high_school,married,mobile,November,21,70,1,unidentified,0
